# L2 초등 3~4학년
breakfast	명	아침 식사	I have breakfast at seven.	나는 일곱 시에 아침을 먹어요.
lunch	명	점심	Lunch time is at noon.	점심시간은 정오예요.
dinner	명	저녁 식사	We have dinner together.	우리는 함께 저녁을 먹어요.
fruit	명	과일	Fruit is good for you.	과일은 몸에 좋아요.
vegetable	명	채소	Eat your vegetables.	채소를 먹으렴.
juice	명	주스	I want orange juice.	나는 오렌지 주스를 원해요.
candy	명	사탕	Too much candy is bad.	사탕을 너무 많이 먹으면 나빠요.
cookie	명	쿠키	Mom baked cookies.	엄마가 쿠키를 구웠어요.
pizza	명	피자	Let's order pizza tonight.	오늘 밤 피자를 시키자.
salt	명	소금	Pass me the salt, please.	소금 좀 건네주세요.
sugar	명	설탕	Sugar is sweet.	설탕은 달아요.
animal	명	동물	What animal do you like?	무슨 동물을 좋아해요?
rabbit	명	토끼	The rabbit jumps fast.	토끼는 빨리 뛰어요.
bear	명	곰	The bear is sleeping.	곰이 자고 있어요.
lion	명	사자	The lion is strong.	사자는 힘이 세요.
tiger	명	호랑이	The tiger has stripes.	호랑이는 줄무늬가 있어요.
monkey	명	원숭이	The monkey likes bananas.	원숭이는 바나나를 좋아해요.
elephant	명	코끼리	The elephant has a long nose.	코끼리는 코가 길어요.
horse	명	말	I ride a horse.	나는 말을 타요.
pig	명	돼지	The pig is pink.	돼지는 분홍색이에요.
cow	명	소	The cow gives us milk.	소는 우리에게 우유를 줘요.
duck	명	오리	The duck swims well.	오리는 수영을 잘해요.
season	명	계절	Which season do you like?	어느 계절을 좋아해요?
spring	명	봄	Flowers bloom in spring.	봄에는 꽃이 펴요.
summer	명	여름	Summer is very hot.	여름은 아주 더워요.
fall	명	가을	Leaves fall in fall.	가을에는 잎이 떨어져요.
winter	명	겨울	We ski in winter.	우리는 겨울에 스키를 타요.
weather	명	날씨	How is the weather today?	오늘 날씨가 어때요?
cloud	명	구름	The cloud looks like a bear.	그 구름은 곰처럼 생겼어요.
wind	명	바람	The wind is strong today.	오늘은 바람이 강해요.
umbrella	명	우산	Take your umbrella.	우산을 챙기세요.
week	명	주	See you next week.	다음 주에 봐요.
month	명	달(월)	My birthday is this month.	내 생일은 이번 달이에요.
year	명	해(년)	Happy new year!	새해 복 많이 받으세요!
clock	명	시계	The clock is on the wall.	시계가 벽에 걸려 있어요.
time	명	시간	What time is it now?	지금 몇 시예요?
hour	명	시간(단위)	I studied for an hour.	나는 한 시간 동안 공부했어요.
minute	명	분	Wait a minute, please.	잠깐만 기다려 주세요.
number	명	숫자	Pick a number from one to ten.	일부터 십까지 숫자 하나를 골라요.
color	명	색깔	What color do you like?	무슨 색을 좋아해요?
picture	명	그림	I drew a picture of my dog.	나는 우리 개 그림을 그렸어요.
music	명	음악	We listen to music.	우리는 음악을 들어요.
song	명	노래	This song is fun.	이 노래는 신나요.
movie	명	영화	Let's watch a movie.	영화를 보자.
game	명	게임	The game was exciting.	그 게임은 신났어요.
sport	명	운동 경기	Soccer is a fun sport.	축구는 재미있는 운동이에요.
soccer	명	축구	We play soccer after school.	우리는 방과 후에 축구를 해요.
baseball	명	야구	He likes baseball very much.	그는 야구를 아주 좋아해요.
swim	동	수영하다	I swim in the pool.	나는 수영장에서 수영해요.
ride	동	타다	Can you ride a bike?	자전거 탈 수 있어요?
study	동	공부하다	I study English every day.	나는 매일 영어를 공부해요.
learn	동	배우다	We learn new things at school.	우리는 학교에서 새로운 것을 배워요.
teach	동	가르치다	She teaches math.	그녀는 수학을 가르쳐요.
ask	동	물어보다	Ask your teacher.	선생님께 물어보세요.
answer	동	대답하다	Please answer my question.	내 질문에 대답해 주세요.
help	동	돕다	Can you help me?	나를 도와줄 수 있어요?
clean	동	청소하다	I clean my room on Sunday.	나는 일요일에 방을 청소해요.
wash	동	씻다	Wash the dishes, please.	설거지를 해 주세요.
cook	동	요리하다	Dad cooks dinner today.	오늘은 아빠가 저녁을 요리해요.
buy	동	사다	I want to buy a gift.	나는 선물을 사고 싶어요.
sell	동	팔다	They sell fresh bread.	그들은 신선한 빵을 팔아요.
meet	동	만나다	Nice to meet you.	만나서 반가워요.
talk	동	이야기하다	Let's talk after class.	수업 후에 이야기하자.
speak	동	말하다	Speak slowly, please.	천천히 말해 주세요.
listen	동	듣다	Listen to the teacher.	선생님 말씀을 들으세요.
watch	동	보다(시청하다)	I watch TV at night.	나는 밤에 텔레비전을 봐요.
find	동	찾다	I can't find my key.	열쇠를 못 찾겠어요.
know	동	알다	I know the answer.	나는 답을 알아요.
think	동	생각하다	I think it's a good plan.	좋은 계획이라고 생각해요.
remember	동	기억하다	Remember my name.	내 이름을 기억해 줘요.
forget	동	잊다	Don't forget your homework.	숙제를 잊지 마세요.
smile	동	미소 짓다	She smiles at me.	그녀가 나에게 미소 지어요.
laugh	동	웃다	The joke made us laugh.	그 농담에 우리는 웃었어요.
cry	동	울다	The baby began to cry.	아기가 울기 시작했어요.
walk	명	산책	Let's go for a walk.	산책하러 가자.
park	명	공원	We play in the park.	우리는 공원에서 놀아요.
zoo	명	동물원	We saw lions at the zoo.	우리는 동물원에서 사자를 봤어요.
store	명	가게	The store opens at ten.	그 가게는 열 시에 열어요.
market	명	시장	Mom goes to the market.	엄마는 시장에 가요.
hospital	명	병원	The hospital is near here.	병원은 여기서 가까워요.
library	명	도서관	Be quiet in the library.	도서관에서는 조용히 하세요.
restaurant	명	식당	This restaurant is famous.	이 식당은 유명해요.
bathroom	명	화장실	Where is the bathroom?	화장실이 어디예요?
kitchen	명	부엌	Mom is in the kitchen.	엄마는 부엌에 계세요.
street	명	거리	Look both ways on the street.	길에서는 양쪽을 살피세요.
city	명	도시	Seoul is a big city.	서울은 큰 도시예요.
town	명	마을	Our town is quiet.	우리 마을은 조용해요.
world	명	세계	The world is wide.	세상은 넓어요.
country	명	나라	Korea is my country.	한국은 나의 나라예요.
