# L9 성인·토익 중급 (비즈니스)
agenda	명	안건	The agenda includes three items.	안건에는 세 가지 항목이 있어요.
agreement	명	협약	Both sides signed the agreement.	양측이 협약에 서명했어요.
applicant	명	지원자	Ten applicants passed the interview.	지원자 열 명이 면접을 통과했어요.
appointment	명	약속(업무)	I have an appointment at three.	세 시에 약속이 있어요.
approval	명	승인	The budget needs final approval.	예산은 최종 승인이 필요해요.
asset	명	자산	Employees are our greatest asset.	직원은 우리의 가장 큰 자산이에요.
audit	명	회계 감사	The audit begins next Monday.	감사는 다음 주 월요일에 시작돼요.
balance	명	잔액	Check your account balance.	계좌 잔액을 확인하세요.
bid	명	입찰	Our company won the bid.	우리 회사가 입찰을 따냈어요.
branch	명	지점	The bank opened a new branch.	은행이 새 지점을 열었어요.
budget	명	예산	We are over budget this month.	이번 달 예산을 초과했어요.
candidate	명	후보자	She is a strong candidate for the job.	그녀는 그 자리의 유력한 후보예요.
client	명	고객	The client requested a discount.	고객이 할인을 요청했어요.
colleague	명	동료	My colleagues are very helpful.	내 동료들은 매우 도움이 돼요.
commission	명	수수료	He earns a five percent commission.	그는 5퍼센트 수수료를 받아요.
commute	동	통근하다	I commute by subway.	나는 지하철로 통근해요.
conference	명	회의(대규모)	The conference was held in Busan.	그 회의는 부산에서 열렸어요.
confidential	형	기밀의	This document is confidential.	이 문서는 기밀이에요.
consumer	명	소비자	Consumers want lower prices.	소비자들은 더 낮은 가격을 원해요.
corporate	형	기업의	He works in corporate finance.	그는 기업 재무 분야에서 일해요.
deadline	명	마감일	The deadline is this Friday.	마감일은 이번 주 금요일이에요.
department	명	부서	She moved to the sales department.	그녀는 영업 부서로 옮겼어요.
deposit	명	보증금	Pay a deposit to book the room.	방을 예약하려면 보증금을 내세요.
discount	명	할인	Members get a ten percent discount.	회원은 10퍼센트 할인을 받아요.
distribute	동	유통하다	The firm distributes office supplies.	그 회사는 사무용품을 유통해요.
dividend	명	배당금	The company paid a dividend.	회사가 배당금을 지급했어요.
employee	명	직원	The employee received a bonus.	그 직원은 보너스를 받았어요.
employer	명	고용주	The employer offered flexible hours.	고용주가 유연 근무를 제안했어요.
enclose	동	동봉하다	I enclosed my resume.	이력서를 동봉했어요.
enroll	동	등록하다	Enroll in the training course.	교육 과정에 등록하세요.
equipment	명	장비	The office bought new equipment.	사무실이 새 장비를 샀어요.
estimate	명	견적	Please send us a cost estimate.	비용 견적서를 보내 주세요.
executive	명	임원	The executives approved the merger.	임원들이 합병을 승인했어요.
expire	동	만료되다	My passport expires next year.	내 여권은 내년에 만료돼요.
facility	명	설비	The factory upgraded its facilities.	공장이 설비를 개선했어요.
feedback	명	피드백	We welcome customer feedback.	고객 피드백을 환영해요.
fill	동	기입하다	Fill out this form, please.	이 양식을 작성해 주세요.
fine	명	벌금	He paid a parking fine.	그는 주차 벌금을 냈어요.
headquarters	명	본사	The headquarters is in Seoul.	본사는 서울에 있어요.
hire	동	고용하다	We hired two new designers.	우리는 새 디자이너 두 명을 고용했어요.
inquiry	명	문의	We received many inquiries.	우리는 많은 문의를 받았어요.
inventory	명	재고	Check the inventory every week.	매주 재고를 확인하세요.
invoice	명	청구서	The invoice is attached.	청구서가 첨부되어 있어요.
itinerary	명	여행 일정표	I printed the flight itinerary.	비행 일정표를 인쇄했어요.
lease	명	임대차 계약	The lease ends in March.	임대 계약은 3월에 끝나요.
loan	명	대출	She took out a student loan.	그녀는 학자금 대출을 받았어요.
luggage	명	수하물	My luggage was delayed.	내 수하물이 지연됐어요.
manual	명	설명서	Read the user manual first.	먼저 사용 설명서를 읽으세요.
merchandise	명	상품	The store displays new merchandise.	가게가 새 상품을 진열해요.
merge	동	합병하다	The two banks merged last year.	두 은행이 작년에 합병했어요.
negotiation	명	협상	The negotiation lasted all night.	협상은 밤새 계속됐어요.
notify	동	통지하다	We will notify you by email.	이메일로 알려 드리겠습니다.
occupation	명	직업	Please state your occupation.	직업을 적어 주세요.
outcome	명	성과	We expect a positive outcome.	우리는 긍정적인 결과를 기대해요.
overtime	명	초과 근무	He worked overtime this week.	그는 이번 주에 초과 근무를 했어요.
paycheck	명	급여	I got my first paycheck today.	오늘 첫 급여를 받았어요.
personnel	명	인사(부)	Contact the personnel department.	인사부에 연락하세요.
policy	명	정책	Read the refund policy.	환불 정책을 읽어 보세요.
postpone	동	연기하다	The meeting was postponed.	회의가 연기됐어요.
procedure	명	절차	Follow the check-in procedure.	체크인 절차를 따르세요.
profit	명	이익	The company made a large profit.	회사가 큰 이익을 냈어요.
promotion	명	승진	She got a promotion last month.	그녀는 지난달에 승진했어요.
proposal	명	제안서	The board reviewed the proposal.	이사회가 제안서를 검토했어요.
purchase	동	구매하다	You can purchase tickets online.	온라인으로 표를 구매할 수 있어요.
qualification	명	자격	List your qualifications.	자격 사항을 나열하세요.
quarter	명	분기	Sales rose in the first quarter.	1분기에 매출이 올랐어요.
quote	명	견적(가)	Request a quote for the repair.	수리 견적을 요청하세요.
receipt	명	영수증	Keep the receipt for a refund.	환불을 위해 영수증을 보관하세요.
recruit	동	모집하다	The team is recruiting members.	그 팀은 팀원을 모집 중이에요.
refund	명	환불	I asked for a full refund.	나는 전액 환불을 요청했어요.
register	동	등록하다	Register for the seminar today.	오늘 세미나에 등록하세요.
regulation	명	규정	Follow the safety regulations.	안전 규정을 따르세요.
reimburse	동	상환하다	The company reimbursed my travel costs.	회사가 내 출장비를 정산해 줬어요.
reminder	명	독촉장	We sent a payment reminder.	우리는 결제 안내문을 보냈어요.
renew	동	갱신하다	Renew your membership online.	멤버십을 온라인으로 갱신하세요.
reputation	명	평판	The hotel has a good reputation.	그 호텔은 평판이 좋아요.
requirement	명	요건	Meet all the requirements.	모든 요건을 충족하세요.
reservation	명	예약	I made a dinner reservation.	저녁 식사 예약을 했어요.
resign	동	사임하다	The manager resigned suddenly.	매니저가 갑자기 사임했어요.
resume	명	이력서	Update your resume regularly.	이력서를 정기적으로 갱신하세요.
retail	명	소매	She works in retail.	그녀는 소매업에서 일해요.
retire	동	은퇴하다	He will retire next year.	그는 내년에 은퇴할 거예요.
revenue	명	수익	Annual revenue doubled.	연간 수익이 두 배가 됐어요.
review	동	검토하다	Review the contract carefully.	계약서를 신중히 검토하세요.
salary	명	연봉	The salary is negotiable.	연봉은 협의 가능해요.
schedule	명	일정	The schedule changed again.	일정이 또 바뀌었어요.
shift	명	교대 근무	I work the night shift.	나는 야간 교대 근무를 해요.
shipment	명	선적	The shipment arrives on Tuesday.	선적물은 화요일에 도착해요.
staff	명	직원(전체)	The staff meeting starts at nine.	직원회의는 아홉 시에 시작해요.
statement	명	명세서	Check your bank statement.	은행 명세서를 확인하세요.
strategy	명	전략	We need a new marketing strategy.	우리는 새 마케팅 전략이 필요해요.
submit	동	제출하다	Submit the report by noon.	정오까지 보고서를 제출하세요.
subscribe	동	구독하다	I subscribe to a news service.	나는 뉴스 서비스를 구독해요.
supervisor	명	감독관	Ask your supervisor first.	먼저 상사에게 물어보세요.
supplier	명	공급업체	We found a cheaper supplier.	우리는 더 저렴한 공급업체를 찾았어요.
survey	명	설문조사	Please complete this short survey.	이 짧은 설문을 작성해 주세요.
transaction	명	거래	The transaction was canceled.	그 거래는 취소됐어요.
transfer	동	이체하다	I transferred the money yesterday.	어제 돈을 이체했어요.
vendor	명	판매업체	Street vendors sell snacks.	노점상들이 간식을 팔아요.
venue	명	행사장	The venue can hold 500 people.	그 행사장은 500명을 수용할 수 있어요.
warranty	명	품질 보증	The laptop has a two-year warranty.	그 노트북은 2년 보증이 있어요.
wholesale	명	도매	They buy goods at wholesale prices.	그들은 도매가로 물건을 사요.
workload	명	업무량	My workload doubled this month.	이번 달 업무량이 두 배가 됐어요.
workshop	명	워크숍	The writing workshop is free.	그 글쓰기 워크숍은 무료예요.
annual	형	연례의	The annual meeting is in May.	연례 회의는 5월에 있어요.
competitive	형	경쟁력 있는	We offer competitive prices.	우리는 경쟁력 있는 가격을 제공해요.
efficient	형	능률적인	The new system is more efficient.	새 시스템이 더 능률적이에요.
eligible	형	자격이 있는	You are eligible for a bonus.	당신은 보너스를 받을 자격이 있어요.
mandatory	형	의무적인	The training is mandatory.	그 교육은 의무예요.
prior	형	사전의	No prior experience is needed.	사전 경험은 필요 없어요.
prompt	형	신속한	Thank you for your prompt reply.	신속한 답변 감사합니다.
tentative	형	잠정적인	The date is still tentative.	날짜는 아직 잠정적이에요.
valid	형	유효한	The coupon is valid until June.	쿠폰은 6월까지 유효해요.
via	전	~을 경유하여	We flew to Paris via Dubai.	우리는 두바이를 경유해 파리로 갔어요.
