# L8 고등 2~3학년
encounter	동	마주치다	I encountered an old friend.	나는 옛 친구와 마주쳤어요.
endure	동	견디다	They endured the long winter.	그들은 긴 겨울을 견뎠어요.
enforce	동	집행하다	Police enforce the traffic laws.	경찰은 교통법을 집행해요.
enhance	동	향상시키다	Practice enhances performance.	연습은 실력을 향상시켜요.
enormous	형	거대한	An enormous wave hit the shore.	거대한 파도가 해안을 덮쳤어요.
ensure	동	보장하다	Seatbelts ensure your safety.	안전벨트는 안전을 보장해요.
enthusiasm	명	열정	She showed great enthusiasm.	그녀는 대단한 열정을 보였어요.
entire	형	전체의	The entire class agreed.	반 전체가 동의했어요.
equip	동	장비를 갖추다	The lab is well equipped.	그 실험실은 장비가 잘 갖춰져 있어요.
essential	형	필수적인	Water is essential for life.	물은 생명에 필수적이에요.
estimate	동	추정하다	Estimate the total cost.	총 비용을 추정해 보세요.
ethical	형	윤리적인	It raises ethical questions.	그것은 윤리적 문제를 제기해요.
evaluate	동	평가하다	Evaluate the evidence fairly.	증거를 공정하게 평가하세요.
evolve	동	진화하다	Species evolve over time.	종은 시간이 지나며 진화해요.
exceed	동	초과하다	Do not exceed the speed limit.	제한 속도를 초과하지 마세요.
exclude	동	제외하다	The price excludes tax.	그 가격에는 세금이 제외돼요.
execute	동	실행하다	Execute the plan carefully.	계획을 신중히 실행하세요.
exhibit	동	전시하다	The gallery exhibits modern art.	그 갤러리는 현대 미술을 전시해요.
expand	동	확장하다	The company expanded overseas.	그 회사는 해외로 확장했어요.
expense	명	비용	Travel expenses were high.	여행 경비가 많이 들었어요.
expose	동	노출시키다	Don't expose skin to strong sun.	강한 햇빛에 피부를 노출하지 마세요.
extend	동	연장하다	They extended the deadline.	그들은 마감일을 연장했어요.
external	형	외부의	Ignore external pressure.	외부의 압력은 무시하세요.
extinct	형	멸종된	Dinosaurs are extinct.	공룡은 멸종했어요.
extract	동	추출하다	They extract oil from olives.	그들은 올리브에서 기름을 추출해요.
extreme	형	극단적인	Avoid extreme diets.	극단적인 다이어트를 피하세요.
facility	명	시설	The hotel has great facilities.	그 호텔은 시설이 훌륭해요.
factor	명	요인	Luck was a big factor.	운이 큰 요인이었어요.
fade	동	희미해지다	The colors faded in the sun.	색이 햇빛에 바랬어요.
faith	명	믿음	Have faith in yourself.	자신을 믿으세요.
fatal	형	치명적인	The mistake proved fatal.	그 실수는 치명적이었어요.
feature	명	특징	The phone has a new feature.	그 전화기에는 새 기능이 있어요.
fee	명	요금	The entrance fee is five dollars.	입장료는 5달러예요.
fertile	형	비옥한	The soil here is fertile.	이곳의 토양은 비옥해요.
finance	명	재정	She manages the family finances.	그녀는 집안 재정을 관리해요.
flexible	형	유연한	My schedule is flexible.	내 일정은 유연해요.
fluent	형	유창한	He is fluent in three languages.	그는 세 개 언어에 유창해요.
forbid	동	금지하다	The rules forbid smoking here.	규칙상 이곳에서 흡연이 금지돼요.
formal	형	격식 있는	Wear formal clothes to the ceremony.	식장에는 격식 있는 옷을 입으세요.
former	형	이전의	The former champion retired.	전 챔피언이 은퇴했어요.
foundation	명	토대	Math is the foundation of science.	수학은 과학의 토대예요.
frequent	형	빈번한	He is a frequent visitor.	그는 자주 오는 손님이에요.
frustrate	동	좌절시키다	The delay frustrated everyone.	지연이 모두를 좌절시켰어요.
function	명	기능	The heart's function is to pump blood.	심장의 기능은 혈액을 내보내는 거예요.
fund	명	기금	They raised funds for charity.	그들은 자선기금을 모았어요.
fundamental	형	근본적인	Freedom is a fundamental right.	자유는 기본적인 권리예요.
furthermore	부	게다가	Furthermore, the price is fair.	게다가 가격도 적당해요.
generate	동	발생시키다	Wind turbines generate electricity.	풍력 터빈은 전기를 생산해요.
genuine	형	진짜의	Her smile was genuine.	그녀의 미소는 진심이었어요.
grateful	형	감사하는	I am grateful for your support.	당신의 지원에 감사해요.
guarantee	동	보장하다	We guarantee the best quality.	우리는 최고의 품질을 보장해요.
harsh	형	가혹한	The desert climate is harsh.	사막 기후는 가혹해요.
hollow	형	속이 빈	The tree trunk was hollow.	그 나무 줄기는 속이 비어 있었어요.
horizon	명	지평선	The sun rose over the horizon.	해가 지평선 위로 떠올랐어요.
hostile	형	적대적인	The crowd turned hostile.	군중이 적대적으로 변했어요.
humble	형	겸손한	He remained humble after success.	그는 성공 후에도 겸손했어요.
hypothesis	명	가설	Test the hypothesis with data.	가설을 데이터로 검증하세요.
