# L7 고등 1학년
abandon	동	버리다	They abandoned the old plan.	그들은 옛 계획을 버렸어요.
absorb	동	흡수하다	Plants absorb water through roots.	식물은 뿌리로 물을 흡수해요.
abstract	형	추상적인	His idea is too abstract.	그의 생각은 너무 추상적이에요.
academic	형	학업의	Her academic record is excellent.	그녀의 학업 성적은 뛰어나요.
accompany	동	동행하다	I accompanied my grandmother to the clinic.	나는 할머니를 모시고 병원에 갔어요.
accomplish	동	완수하다	We accomplished the mission.	우리는 임무를 완수했어요.
accurate	형	정확한	The clock keeps accurate time.	그 시계는 시간이 정확해요.
accuse	동	고발하다	He was accused of cheating.	그는 부정행위로 고발당했어요.
acquire	동	습득하다	Children acquire language naturally.	아이들은 언어를 자연스럽게 습득해요.
adapt	동	적응하다	Animals adapt to their environment.	동물은 환경에 적응해요.
adequate	형	적절한	Drink an adequate amount of water.	적절한 양의 물을 마시세요.
adjust	동	조정하다	Adjust the chair to your height.	의자를 키에 맞게 조정하세요.
advance	동	전진하다	Technology advances quickly.	기술은 빠르게 발전해요.
alternative	명	대안	We need an alternative plan.	우리는 대안이 필요해요.
analyze	동	분석하다	Analyze the data carefully.	데이터를 신중히 분석하세요.
ancient	형	고대의	We studied ancient history.	우리는 고대 역사를 공부했어요.
anticipate	동	예상하다	We anticipate heavy traffic.	우리는 교통 혼잡을 예상해요.
anxious	형	불안한	She felt anxious before the interview.	그녀는 면접 전에 불안했어요.
apparent	형	명백한	The reason was apparent to all.	이유는 모두에게 명백했어요.
appropriate	형	적절한	Wear appropriate clothes for the event.	행사에 맞는 옷을 입으세요.
approve	동	승인하다	The committee approved the budget.	위원회가 예산을 승인했어요.
argument	명	논쟁	They had a heated argument.	그들은 격렬한 논쟁을 벌였어요.
arrange	동	배열하다	Arrange the books by size.	책을 크기별로 정리하세요.
artificial	형	인공의	The lake is artificial.	그 호수는 인공이에요.
assign	동	배정하다	The teacher assigned homework.	선생님이 숙제를 내주셨어요.
assist	동	보조하다	The nurse assisted the surgeon.	간호사가 외과의를 보조했어요.
assume	동	가정하다	Let's assume it is true.	그것이 사실이라고 가정해 보죠.
assure	동	장담하다	I assure you it is safe.	그것이 안전하다고 장담해요.
attach	동	첨부하다	Attach the file to the email.	이메일에 파일을 첨부하세요.
attempt	동	시도하다	He attempted a new world record.	그는 세계 신기록에 도전했어요.
authority	명	권위	She is an authority on birds.	그녀는 조류 분야의 권위자예요.
available	형	이용 가능한	The room is available now.	그 방은 지금 이용 가능해요.
aware	형	알고 있는	Be aware of the risks.	위험을 인지하세요.
barrier	명	장벽	Language is not a barrier.	언어는 장벽이 아니에요.
basis	명	기초	Trust is the basis of friendship.	신뢰는 우정의 기초예요.
bear	동	견디다	I can't bear the noise.	그 소음을 견딜 수 없어요.
bond	명	유대	They share a strong bond.	그들은 강한 유대를 나눠요.
boundary	명	경계	The river forms the boundary.	그 강이 경계를 이뤄요.
brief	형	간결한	Give a brief summary.	간단한 요약을 해 주세요.
capable	형	유능한	She is capable of great things.	그녀는 큰일을 해낼 능력이 있어요.
capacity	명	수용력	The hall has a large capacity.	그 홀은 수용 인원이 많아요.
category	명	범주	Sort the words into categories.	단어를 범주별로 분류하세요.
cause	명	원인	Scientists found the cause.	과학자들이 원인을 찾았어요.
cease	동	중단하다	The rain finally ceased.	비가 마침내 그쳤어요.
circumstance	명	상황	It depends on the circumstances.	그것은 상황에 따라 달라요.
cite	동	인용하다	Cite your sources in the report.	보고서에 출처를 인용하세요.
claim	동	주장하다	He claims he saw a UFO.	그는 UFO를 봤다고 주장해요.
clarify	동	명확히 하다	Let me clarify my point.	제 요점을 명확히 할게요.
classify	동	분류하다	Classify the plants by type.	식물을 종류별로 분류하세요.
collapse	동	붕괴하다	The old bridge collapsed.	낡은 다리가 붕괴했어요.
combine	동	결합하다	Combine flour and eggs.	밀가루와 달걀을 섞으세요.
comment	명	논평	He made a kind comment.	그는 친절한 논평을 남겼어요.
commit	동	저지르다	He committed a serious error.	그는 심각한 오류를 저질렀어요.
compensate	동	보상하다	They compensated for the loss.	그들은 손실을 보상했어요.
compete	동	경쟁하다	Ten teams competed for the cup.	열 팀이 우승컵을 두고 경쟁했어요.
complex	형	복잡한	The brain is a complex organ.	뇌는 복잡한 기관이에요.
component	명	구성 요소	Trust is a key component.	신뢰는 핵심 요소예요.
compose	동	작곡하다	She composed a beautiful song.	그녀는 아름다운 곡을 작곡했어요.
comprehend	동	이해하다	I couldn't comprehend the theory.	나는 그 이론을 이해할 수 없었어요.
concentrate	동	집중하다	Concentrate on your breathing.	호흡에 집중하세요.
concept	명	개념	Explain the concept simply.	개념을 간단히 설명하세요.
concern	명	걱정	Safety is our main concern.	안전이 우리의 주된 관심사예요.
conduct	동	수행하다	They conducted a survey.	그들은 설문 조사를 수행했어요.
confidence	명	자신감	Speak with confidence.	자신감 있게 말하세요.
confirm	동	확인하다	Please confirm your reservation.	예약을 확인해 주세요.
conflict	명	갈등	They resolved the conflict peacefully.	그들은 갈등을 평화롭게 해결했어요.
confront	동	직면하다	We must confront the problem.	우리는 문제에 직면해야 해요.
consequence	명	결과	Every choice has consequences.	모든 선택에는 결과가 따라요.
conserve	동	보존하다	Conserve water during the drought.	가뭄 동안 물을 아끼세요.
constant	형	끊임없는	The machine makes a constant noise.	그 기계는 끊임없이 소음을 내요.
construct	동	건설하다	They constructed a new library.	그들은 새 도서관을 건설했어요.
consult	동	상담하다	Consult a doctor about the pain.	통증에 대해 의사와 상담하세요.
consume	동	소비하다	Cars consume a lot of fuel.	자동차는 연료를 많이 소비해요.
contemporary	형	동시대의	I enjoy contemporary music.	나는 현대 음악을 즐겨요.
contract	명	계약	He signed a two-year contract.	그는 2년 계약에 서명했어요.
contrast	명	대조	The contrast between them is clear.	그들의 대조는 뚜렷해요.
contribute	동	기여하다	Everyone contributed to the project.	모두가 프로젝트에 기여했어요.
convention	명	관례	Shaking hands is a convention.	악수는 관례예요.
convert	동	전환하다	Convert the file to PDF.	파일을 PDF로 변환하세요.
convey	동	전달하다	Words convey meaning.	말은 의미를 전달해요.
cooperate	동	협력하다	The two schools cooperated closely.	두 학교는 긴밀히 협력했어요.
cope	동	대처하다	She copes well with stress.	그녀는 스트레스에 잘 대처해요.
crisis	명	위기	They handled the crisis calmly.	그들은 위기를 침착하게 처리했어요.
criteria	명	기준	What are the judging criteria?	심사 기준이 무엇인가요?
crucial	형	결정적인	Timing is crucial in comedy.	코미디에서는 타이밍이 결정적이에요.
cultivate	동	재배하다	Farmers cultivate rice here.	농부들이 여기서 벼를 재배해요.
curious	형	호기심 많은	Cats are curious animals.	고양이는 호기심 많은 동물이에요.
current	형	현재의	What is your current address?	현재 주소가 어떻게 되나요?
debate	명	토론	The debate lasted two hours.	토론은 두 시간 동안 계속됐어요.
decade	명	십 년	Prices doubled in a decade.	십 년 만에 물가가 두 배가 됐어요.
declare	동	선포하다	The city declared an emergency.	시가 비상사태를 선포했어요.
decline	동	감소하다	Sales declined sharply.	매출이 급격히 감소했어요.
dedicate	동	헌신하다	She dedicated her life to teaching.	그녀는 가르치는 일에 일생을 바쳤어요.
define	동	정의하다	Define the word in English.	그 단어를 영어로 정의하세요.
demonstrate	동	보여주다	The teacher demonstrated the experiment.	선생님이 실험을 시연했어요.
dense	형	빽빽한	The fog was very dense.	안개가 매우 짙었어요.
derive	동	유래하다	This word derives from Latin.	이 단어는 라틴어에서 유래했어요.
detect	동	감지하다	The sensor detects smoke.	그 센서는 연기를 감지해요.
device	명	장치	Turn off all electronic devices.	모든 전자 기기를 끄세요.
devote	동	바치다	He devoted himself to research.	그는 연구에 몰두했어요.
diminish	동	줄어들다	His influence diminished over time.	그의 영향력은 시간이 지나며 줄었어요.
distinct	형	뚜렷한	The twins have distinct personalities.	그 쌍둥이는 뚜렷이 다른 성격이에요.
distinguish	동	구별하다	Distinguish fact from opinion.	사실과 의견을 구별하세요.
distribute	동	분배하다	They distributed food to the poor.	그들은 가난한 이들에게 음식을 나눠줬어요.
diverse	형	다양한	The city has a diverse population.	그 도시는 인구가 다양해요.
domestic	형	국내의	Domestic flights are cheaper.	국내선이 더 저렴해요.
dominate	동	지배하다	One team dominated the game.	한 팀이 경기를 지배했어요.
dramatic	형	극적인	There was a dramatic change.	극적인 변화가 있었어요.
duty	명	의무	It is my duty to help.	돕는 것이 나의 의무예요.
eager	형	간절히 바라는	She is eager to learn.	그녀는 배우고 싶어 해요.
economy	명	경제	The economy is growing slowly.	경제가 천천히 성장하고 있어요.
edit	동	편집하다	Edit your essay before submitting.	제출 전에 글을 다듬으세요.
efficient	형	효율적인	This engine is very efficient.	이 엔진은 매우 효율적이에요.
elect	동	선출하다	We elected a new class president.	우리는 새 반장을 선출했어요.
element	명	요소	Surprise is an element of humor.	의외성은 유머의 한 요소예요.
eliminate	동	제거하다	Eliminate unnecessary words.	불필요한 단어를 없애세요.
emerge	동	나타나다	New problems emerged.	새로운 문제들이 나타났어요.
emphasize	동	강조하다	The coach emphasized teamwork.	코치는 팀워크를 강조했어요.
enable	동	가능하게 하다	The app enables fast payment.	그 앱은 빠른 결제를 가능하게 해요.
