# L10 고급·토플 (학술)
accumulate	동	축적하다	Snow accumulated on the roof.	눈이 지붕에 쌓였어요.
adjacent	형	인접한	The lab is adjacent to the library.	실험실은 도서관과 인접해 있어요.
advocate	동	옹호하다	She advocates renewable energy.	그녀는 재생 에너지를 옹호해요.
aesthetic	형	미적인	The design has aesthetic value.	그 디자인은 미적 가치가 있어요.
allocate	동	할당하다	Allocate time for each task.	각 과제에 시간을 할당하세요.
ambiguous	형	모호한	The instructions were ambiguous.	지시 사항이 모호했어요.
amend	동	개정하다	They amended the constitution.	그들은 헌법을 개정했어요.
analogy	명	유추	He explained it with an analogy.	그는 유추로 그것을 설명했어요.
arbitrary	형	임의의	The choice seemed arbitrary.	그 선택은 임의적으로 보였어요.
archaeology	명	고고학	She studies archaeology at college.	그녀는 대학에서 고고학을 공부해요.
articulate	동	명료하게 말하다	He articulated his position clearly.	그는 입장을 명료하게 밝혔어요.
assess	동	평가하다	Assess the damage first.	피해를 먼저 평가하세요.
attribute	동	~의 탓으로 돌리다	He attributed his success to luck.	그는 성공을 운 덕분으로 돌렸어요.
autonomy	명	자율성	Students need some autonomy.	학생들에게는 어느 정도 자율성이 필요해요.
bias	명	편향	The report shows clear bias.	그 보고서는 명백한 편향을 보여요.
catalyst	명	촉매	The event was a catalyst for change.	그 사건은 변화의 촉매였어요.
coherent	형	일관성 있는	Write a coherent essay.	일관성 있는 글을 쓰세요.
coincide	동	동시에 일어나다	The festivals coincide this year.	올해는 축제가 겹쳐요.
commodity	명	상품(원자재)	Oil is a key commodity.	석유는 핵심 원자재예요.
compile	동	엮다	She compiled the survey results.	그녀는 조사 결과를 엮었어요.
comprise	동	구성하다	Water comprises two elements.	물은 두 원소로 구성돼요.
conceive	동	구상하다	He conceived a bold plan.	그는 대담한 계획을 구상했어요.
condense	동	응축하다	Steam condenses into water.	수증기는 물로 응축돼요.
configuration	명	배치	Change the seating configuration.	좌석 배치를 바꾸세요.
consecutive	형	연속적인	It rained for five consecutive days.	닷새 연속으로 비가 왔어요.
consensus	명	합의	The committee reached a consensus.	위원회는 합의에 도달했어요.
constitute	동	구성하다	Women constitute half the workforce.	여성이 노동력의 절반을 구성해요.
constrain	동	제약하다	Budget limits constrained the project.	예산 한계가 프로젝트를 제약했어요.
contradict	동	모순되다	The data contradicts the theory.	그 데이터는 이론과 모순돼요.
converge	동	수렴하다	The rivers converge here.	강들이 여기서 합류해요.
correlate	동	상관관계가 있다	Sleep correlates with memory.	수면은 기억력과 상관관계가 있어요.
credibility	명	신뢰성	The witness lost credibility.	그 증인은 신뢰를 잃었어요.
criterion	명	기준(단수)	Cost is one criterion.	비용은 하나의 기준이에요.
deduce	동	연역하다	We deduced the answer from clues.	우리는 단서에서 답을 추론했어요.
deficiency	명	결핍	Iron deficiency causes fatigue.	철분 결핍은 피로를 유발해요.
degrade	동	저하시키다	Plastic degrades very slowly.	플라스틱은 매우 느리게 분해돼요.
dilemma	명	딜레마	She faced a moral dilemma.	그녀는 도덕적 딜레마에 직면했어요.
discourse	명	담론	Public discourse shapes policy.	공적 담론이 정책을 형성해요.
displace	동	대체하다	Machines displaced many workers.	기계가 많은 노동자를 대체했어요.
disperse	동	흩어지다	The crowd dispersed quietly.	군중이 조용히 흩어졌어요.
distort	동	왜곡하다	The mirror distorts your image.	그 거울은 모습을 왜곡해요.
duration	명	지속 시간	The duration of the test is one hour.	시험 시간은 한 시간이에요.
dynamic	형	역동적인	Seoul is a dynamic city.	서울은 역동적인 도시예요.
ecosystem	명	생태계	Wetlands support rich ecosystems.	습지는 풍부한 생태계를 지탱해요.
elaborate	동	자세히 설명하다	Could you elaborate on that point?	그 점을 자세히 설명해 줄래요?
embed	동	깊이 박다	Culture is embedded in language.	문화는 언어에 깊이 배어 있어요.
empirical	형	경험적인	The claim lacks empirical evidence.	그 주장은 경험적 증거가 부족해요.
enrich	동	풍부하게 하다	Reading enriches the mind.	독서는 정신을 풍요롭게 해요.
epidemic	명	유행병	The epidemic spread rapidly.	유행병이 빠르게 퍼졌어요.
equivalent	형	동등한	A mile is equivalent to 1.6 kilometers.	1마일은 1.6킬로미터와 같아요.
erode	동	침식하다	Waves erode the coastline.	파도가 해안선을 침식해요.
evoke	동	불러일으키다	The song evokes old memories.	그 노래는 옛 기억을 불러일으켜요.
exert	동	행사하다	The moon exerts a pull on the sea.	달은 바다에 인력을 행사해요.
exploit	동	착취하다	Don't exploit workers.	노동자를 착취하지 마세요.
facilitate	동	촉진하다	Good tools facilitate learning.	좋은 도구는 학습을 촉진해요.
feasible	형	실현 가능한	The plan is technically feasible.	그 계획은 기술적으로 실현 가능해요.
fluctuate	동	변동하다	Prices fluctuate daily.	가격은 매일 변동해요.
fragment	명	파편	They found fragments of pottery.	그들은 도자기 파편을 발견했어요.
genetic	형	유전의	Eye color is a genetic trait.	눈 색은 유전 형질이에요.
gravity	명	중력	Gravity pulls objects downward.	중력은 물체를 아래로 끌어당겨요.
hierarchy	명	위계	The company has a strict hierarchy.	그 회사는 엄격한 위계가 있어요.
hinder	동	방해하다	Noise hinders concentration.	소음은 집중을 방해해요.
implement	동	시행하다	The school implemented the policy.	학교가 그 정책을 시행했어요.
implicit	형	암묵적인	There was an implicit agreement.	암묵적인 합의가 있었어요.
incentive	명	유인책	Bonuses are a strong incentive.	보너스는 강력한 유인책이에요.
induce	동	유도하다	Warm milk induces sleep.	따뜻한 우유는 잠을 유도해요.
inertia	명	관성	Objects resist change due to inertia.	물체는 관성 때문에 변화에 저항해요.
inherent	형	내재된	Risk is inherent in investment.	위험은 투자에 내재해요.
inhibit	동	억제하다	Fear inhibits creativity.	두려움은 창의성을 억제해요.
integrate	동	통합하다	Integrate theory with practice.	이론과 실천을 통합하세요.
integrity	명	진실성	He is a man of integrity.	그는 진실한 사람이에요.
intrinsic	형	본질적인	Learning has intrinsic value.	배움은 본질적 가치가 있어요.
intuition	명	직관	Trust your intuition sometimes.	가끔은 직관을 믿으세요.
invoke	동	호소하다	The speaker invoked history.	연설자는 역사에 호소했어요.
irrigation	명	관개	Irrigation transformed the desert.	관개가 사막을 변화시켰어요.
legitimate	형	정당한	She had a legitimate excuse.	그녀에게는 정당한 사유가 있었어요.
linguistic	형	언어의	Children show linguistic creativity.	아이들은 언어적 창의성을 보여요.
magnitude	명	규모	The earthquake had a magnitude of six.	그 지진은 규모 6이었어요.
manipulate	동	조작하다	Don't manipulate the statistics.	통계를 조작하지 마세요.
metabolism	명	신진대사	Exercise boosts your metabolism.	운동은 신진대사를 높여요.
metaphor	명	은유	The poet uses a bold metaphor.	그 시인은 대담한 은유를 사용해요.
molecule	명	분자	A water molecule has three atoms.	물 분자는 원자 세 개로 돼 있어요.
momentum	명	추진력	The campaign gained momentum.	그 캠페인은 탄력을 얻었어요.
neutral	형	중립의	The referee must stay neutral.	심판은 중립을 지켜야 해요.
notwithstanding	전	~에도 불구하고	Notwithstanding the rain, we marched.	비에도 불구하고 우리는 행진했어요.
nuance	명	미묘한 차이	Translation loses some nuance.	번역은 미묘한 차이를 잃어요.
obsolete	형	쓸모없게 된	The technology became obsolete.	그 기술은 구식이 되었어요.
offset	동	상쇄하다	Trees offset carbon emissions.	나무는 탄소 배출을 상쇄해요.
optimal	형	최적의	Find the optimal solution.	최적의 해법을 찾으세요.
paradigm	명	패러다임	The discovery shifted the paradigm.	그 발견은 패러다임을 바꿨어요.
paradox	명	역설	The result is a strange paradox.	그 결과는 이상한 역설이에요.
perceive	동	지각하다	We perceive color through light.	우리는 빛을 통해 색을 지각해요.
persist	동	지속하다	The pain persisted for weeks.	통증이 몇 주간 지속됐어요.
phenomenon	명	현상	Lightning is a natural phenomenon.	번개는 자연 현상이에요.
photosynthesis	명	광합성	Plants make food by photosynthesis.	식물은 광합성으로 양분을 만들어요.
plausible	형	그럴듯한	His story sounds plausible.	그의 이야기는 그럴듯해요.
precede	동	선행하다	Thunder is preceded by lightning.	천둥에 앞서 번개가 쳐요.
precise	형	정밀한	Give me the precise figures.	정확한 수치를 알려 주세요.
predator	명	포식자	The hawk is a skilled predator.	매는 능숙한 포식자예요.
prevail	동	우세하다	Reason prevailed over anger.	이성이 분노를 이겼어요.
prohibit	동	금지하다	The law prohibits littering.	법은 쓰레기 투기를 금지해요.
prominent	형	저명한	She is a prominent scientist.	그녀는 저명한 과학자예요.
proportion	명	비율	Mix the paint in equal proportions.	페인트를 같은 비율로 섞으세요.
prospect	명	전망	The job prospects are bright.	취업 전망이 밝아요.
rational	형	합리적인	Make a rational decision.	합리적인 결정을 내리세요.
reinforce	동	강화하다	Practice reinforces learning.	연습은 학습을 강화해요.
render	동	~하게 만들다	The storm rendered roads useless.	폭풍이 도로를 못 쓰게 만들었어요.
resilient	형	회복력 있는	Children are remarkably resilient.	아이들은 놀랍도록 회복력이 있어요.
retain	동	보유하다	Retain a copy of the form.	양식 사본을 보관하세요.
rigorous	형	엄격한	The test has rigorous standards.	그 시험은 엄격한 기준이 있어요.
robust	형	튼튼한	The bridge has a robust design.	그 다리는 견고한 설계예요.
scrutiny	명	정밀 조사	The plan is under scrutiny.	그 계획은 정밀 조사를 받고 있어요.
sediment	명	퇴적물	Sediment settled at the bottom.	퇴적물이 바닥에 가라앉았어요.
simulate	동	모의실험하다	The software simulates flight.	그 소프트웨어는 비행을 모의실험해요.
skeptical	형	회의적인	Be skeptical of easy answers.	쉬운 답을 의심하세요.
sphere	명	영역	She excels in the public sphere.	그녀는 공적 영역에서 뛰어나요.
subsequent	형	그 후의	Subsequent events proved him right.	이후의 사건들이 그가 옳았음을 증명했어요.
subsidy	명	보조금	Farmers receive government subsidies.	농민들은 정부 보조금을 받아요.
substantial	형	상당한	They made substantial progress.	그들은 상당한 진전을 이뤘어요.
subtle	형	미묘한	There is a subtle difference.	미묘한 차이가 있어요.
synthesis	명	종합	The paper is a synthesis of studies.	그 논문은 연구들의 종합이에요.
tangible	형	유형의	We need tangible results.	우리는 가시적인 결과가 필요해요.
trigger	동	촉발하다	Pollen triggers allergies.	꽃가루는 알레르기를 촉발해요.
undergo	동	겪다	The city underwent rapid change.	그 도시는 급격한 변화를 겪었어요.
undermine	동	약화시키다	Rumors undermine trust.	소문은 신뢰를 약화시켜요.
variable	명	변수	Control every variable in the test.	실험에서 모든 변수를 통제하세요.
verify	동	검증하다	Verify the facts before posting.	게시 전에 사실을 검증하세요.
viable	형	생존 가능한	Solar power is a viable option.	태양광은 실행 가능한 선택지예요.
vulnerable	형	취약한	Coastal towns are vulnerable to storms.	해안 마을은 폭풍에 취약해요.
