# L5 중학 2학년
achieve	동	성취하다	She achieved her goal at last.	그녀는 마침내 목표를 성취했어요.
attend	동	참석하다	I will attend the meeting.	나는 회의에 참석할 거예요.
avoid	동	피하다	Avoid junk food late at night.	밤늦게 정크푸드를 피하세요.
bother	동	귀찮게 하다	Sorry to bother you.	귀찮게 해서 미안해요.
celebrate	동	기념하다	We celebrated her birthday.	우리는 그녀의 생일을 축하했어요.
compare	동	비교하다	Don't compare yourself with others.	자신을 남과 비교하지 마세요.
complain	동	불평하다	He complained about the noise.	그는 소음에 대해 불평했어요.
complete	동	완료하다	Complete the form, please.	양식을 작성해 주세요.
consider	동	고려하다	Consider other people's feelings.	다른 사람의 감정을 고려하세요.
communicate	동	소통하다	We communicate by messenger.	우리는 메신저로 소통해요.
contain	동	포함하다	This drink contains much sugar.	이 음료에는 설탕이 많이 들어 있어요.
control	동	통제하다	Control your anger.	화를 조절하세요.
count	동	세다	Count the stars in the sky.	하늘의 별을 세어 보세요.
cover	동	덮다	Cover the pot with a lid.	냄비를 뚜껑으로 덮으세요.
damage	동	손상시키다	The storm damaged the roof.	폭풍이 지붕을 손상시켰어요.
deliver	동	배달하다	They deliver pizza until midnight.	그들은 자정까지 피자를 배달해요.
depend	동	의존하다	It depends on the weather.	그것은 날씨에 달려 있어요.
develop	동	발전시키다	Reading develops your thinking.	독서는 사고력을 발전시켜요.
disturb	동	방해하다	Do not disturb the baby.	아기를 방해하지 마세요.
donate	동	기부하다	We donated old clothes.	우리는 헌 옷을 기부했어요.
educate	동	교육하다	Schools educate future citizens.	학교는 미래의 시민을 교육해요.
encourage	동	격려하다	My coach encouraged me a lot.	코치님이 나를 많이 격려해 주셨어요.
exchange	동	교환하다	Can I exchange this shirt?	이 셔츠를 교환할 수 있을까요?
expect	동	기대하다	I expect good news soon.	곧 좋은 소식을 기대해요.
focus	동	집중하다	Focus on your goal.	목표에 집중하세요.
gather	동	모이다	We gathered around the fire.	우리는 불 주위에 모였어요.
graduate	동	졸업하다	She graduated from middle school.	그녀는 중학교를 졸업했어요.
guess	동	추측하다	Guess what I bought.	내가 뭘 샀는지 맞혀 봐.
handle	동	다루다	Handle the glass with care.	유리를 조심해서 다루세요.
hide	동	숨다	The kitten hid under the sofa.	새끼 고양이가 소파 밑에 숨었어요.
imagine	동	상상하다	Imagine a world without war.	전쟁 없는 세상을 상상해 보세요.
include	동	포함하다	The price includes lunch.	가격에는 점심이 포함돼요.
increase	동	증가하다	The population is increasing.	인구가 증가하고 있어요.
decrease	동	감소하다	Sales decreased last month.	지난달 판매가 감소했어요.
introduce	동	도입하다	The school introduced a new rule.	학교가 새 규칙을 도입했어요.
lend	동	빌려주다	Can you lend me a pencil?	연필 좀 빌려줄 수 있어?
manage	동	관리하다	She manages her time well.	그녀는 시간 관리를 잘해요.
mention	동	언급하다	He mentioned your name.	그가 네 이름을 언급했어.
notice	동	알아차리다	I noticed a small change.	나는 작은 변화를 알아차렸어요.
offer	동	제공하다	They offered me a seat.	그들이 나에게 자리를 내주었어요.
order	동	주문하다	Are you ready to order?	주문하시겠어요?
pay	동	지불하다	I paid for the tickets.	내가 표 값을 냈어요.
prefer	동	선호하다	I prefer tea to coffee.	나는 커피보다 차를 선호해요.
prevent	동	예방하다	Washing hands prevents colds.	손 씻기는 감기를 예방해요.
produce	동	생산하다	This farm produces fresh milk.	이 농장은 신선한 우유를 생산해요.
provide	동	제공하다	The hotel provides free breakfast.	호텔은 무료 아침을 제공해요.
realize	동	깨닫다	I realized my mistake.	나는 내 실수를 깨달았어요.
recommend	동	추천하다	Can you recommend a good book?	좋은 책을 추천해 줄래요?
refuse	동	거절하다	She refused my offer politely.	그녀는 내 제안을 정중히 거절했어요.
remain	동	남다	Only two cookies remain.	쿠키가 두 개만 남았어요.
remove	동	제거하다	Remove your shoes here.	여기서 신발을 벗으세요.
repair	동	수리하다	Dad repaired the old bike.	아빠가 낡은 자전거를 수리했어요.
replace	동	교체하다	Replace the old batteries.	오래된 건전지를 교체하세요.
reply	동	답장하다	Please reply to my email.	제 이메일에 답장해 주세요.
require	동	필요로 하다	This job requires patience.	이 일은 인내심을 필요로 해요.
search	동	검색하다	I searched for the answer online.	나는 온라인에서 답을 검색했어요.
seem	동	~처럼 보이다	You seem tired today.	너 오늘 피곤해 보여.
serve	동	제공하다(음식)	They serve breakfast at seven.	그들은 일곱 시에 아침을 제공해요.
shout	동	소리치다	Don't shout in the library.	도서관에서 소리치지 마세요.
spend	동	쓰다(시간·돈)	I spent the weekend reading.	나는 주말을 독서하며 보냈어요.
steal	동	훔치다	Someone stole my umbrella.	누군가 내 우산을 훔쳐 갔어요.
suffer	동	고통받다	He suffered from a bad cold.	그는 심한 감기로 고생했어요.
supply	동	공급하다	The river supplies water to the city.	그 강은 도시에 물을 공급해요.
support	동	지지하다	My family supports my dream.	가족이 내 꿈을 지지해요.
survive	동	살아남다	Camels survive in the desert.	낙타는 사막에서 살아남아요.
translate	동	번역하다	Translate this sentence into Korean.	이 문장을 한국어로 번역하세요.
volunteer	동	자원봉사하다	We volunteered at the shelter.	우리는 보호소에서 자원봉사했어요.
achievement	명	업적	It was a great achievement.	그것은 대단한 업적이었어요.
ability	명	능력	She has the ability to lead.	그녀는 이끄는 능력이 있어요.
attention	명	주의	May I have your attention?	주목해 주시겠어요?
audience	명	관객	The audience clapped loudly.	관객들이 크게 박수를 쳤어요.
behavior	명	행동	Good behavior is rewarded.	좋은 행동은 보상받아요.
community	명	공동체	Our community holds a festival.	우리 동네는 축제를 열어요.
company	명	회사	My uncle works for a company.	삼촌은 회사에 다녀요.
condition	명	상태	The road is in bad condition.	도로 상태가 나빠요.
courage	명	용기	It takes courage to say sorry.	사과하려면 용기가 필요해요.
custom	명	관습	It's a Korean custom.	그것은 한국의 관습이에요.
decision	명	결정	It was the right decision.	그것은 옳은 결정이었어요.
direction	명	방향	We walked in the wrong direction.	우리는 잘못된 방향으로 걸었어요.
distance	명	거리(간격)	Keep a safe distance.	안전거리를 유지하세요.
education	명	교육	Education opens doors.	교육은 기회의 문을 열어요.
emotion	명	감정	Music expresses emotion.	음악은 감정을 표현해요.
energy	명	에너지	Save energy at home.	집에서 에너지를 절약하세요.
festival	명	축제	The festival lasts three days.	축제는 사흘간 계속돼요.
generation	명	세대	Three generations live together.	삼대가 함께 살아요.
goal	명	목표	Set a clear goal.	분명한 목표를 세우세요.
government	명	정부	The government made a new law.	정부가 새 법을 만들었어요.
habit	명	버릇	Biting nails is a bad habit.	손톱 깨물기는 나쁜 버릇이에요.
invention	명	발명품	The wheel is a great invention.	바퀴는 위대한 발명품이에요.
knowledge	명	지식	Knowledge is power.	아는 것이 힘이에요.
level	명	수준	My English level is improving.	내 영어 실력이 늘고 있어요.
material	명	재료	Wood is a natural material.	나무는 천연 재료예요.
method	명	방법	Try a different method.	다른 방법을 시도해 보세요.
opportunity	명	기회	Don't miss this opportunity.	이 기회를 놓치지 마세요.
population	명	인구	The population of Seoul is large.	서울의 인구는 많아요.
purpose	명	목적	What is the purpose of your visit?	방문 목적이 무엇인가요?
relationship	명	관계	They have a good relationship.	그들은 좋은 관계예요.
response	명	반응	Her response was positive.	그녀의 반응은 긍정적이었어요.
responsibility	명	책임	Pets are a big responsibility.	반려동물은 큰 책임이에요.
situation	명	상황	Stay calm in any situation.	어떤 상황에서도 침착하세요.
skill	명	기술	Cooking is a useful skill.	요리는 유용한 기술이에요.
society	명	사회	We live in a busy society.	우리는 바쁜 사회에 살아요.
solution	명	해결책	There is always a solution.	해결책은 항상 있어요.
success	명	성공	Failure is the mother of success.	실패는 성공의 어머니예요.
tradition	명	전통	The tradition continues today.	그 전통은 오늘날에도 이어져요.
value	명	가치	Time has great value.	시간은 큰 가치가 있어요.
various	형	다양한	The store sells various fruits.	그 가게는 다양한 과일을 팔아요.
whole	형	전체의	I read the whole book today.	나는 오늘 책 전체를 읽었어요.
